revenue,budget,release_date,runtime,vote_average,vote_count
101134059,60000000,42362,124,6.4,1581
205754447,60000000,42431,99,5.8,1621
162000000,70000000,35746,109,5.9,1365
95696996,61000000,39163,124,6.9,1462
108255770,60000000,41892,97,6.6,668
46683377,75000000,36084,104,6.3,338
469160692,60000000,41676,100,7.5,3070
43061982,60000000,37449,101,6.0,669
105200903,60000000,41284,113,6.2,1778
62357900,60000000,39982,97,4.6,524
122233971,60000000,40157,134,7.0,1125
87784194,60000000,39920,127,6.7,484
60000000,78146652,39891,125,5.7,201
36850101,65000000,36202,94,5.1,80
77920346,60000000,38826,108,5.8,225
104945765,70000000,40136,91,5.6,556
67312826,60000000,37603,117,6.1,479
119940815,60000000,37866,100,5.8,391
74901339,80000000,40207,117,6.2,487
33956608,60000000,35440,110,5.8,130
55003135,60000000,37596,96,5.7,380
73174566,60000000,39702,101,5.9,375
31720158,60000000,39927,109,6.6,234
39459427,80000000,36832,126,6.3,251
47383689,60000000,36784,122,7.4,797
141702264,141702264,38883,78,5.1,464
71073932,60000000,38469,101,4.7,549
78309131,60000000,40668,87,5.4,692
26288320,60000000,37804,86,6.6,372
26673242,60000000,35657,96,6.5,742
52322400,60000000,37309,104,6.1,204
49111202,50000000,38975,121,5.7,287
17800000,60000000,38982,140,6.3,271
27642707,72000000,37183,131,7.0,285
14828081,90000000,36539,91,4.9,109
30800231,60000000,41683,118,6.0,487
90565421,60000000,41507,130,6.2,1602
50650079,60000000,39637,90,5.0,371
25473093,30000000,38530,105,5.3,274
57490374,60000000,39793,106,6.0,592
39031337,60000000,39807,103,4.7,320
30418560,60000000,42025,106,5.4,1055
193677158,68490000,42391,120,6.0,24
10166502,80000000,38576,132,6.8,91
783112979,58000000,42409,108,7.4,10995
542307423,58800000,41984,133,7.4,4469
158162788,58000000,42221,103,6.2,995
102854431,58000000,38611,95,6.5,579
59468275,83000000,36644,90,4.4,134
189015611,63000000,32287,102,5.7,690
41299492,58000000,39531,114,5.7,130
85280250,58000000,40164,103,5.1,276
44000000,58000000,41432,119,6.1,1658
300228084,60000000,40430,97,5.8,1363
50365377,58000000,40927,125,5.9,178
152944660,57000000,35720,144,7.2,1374
58058367,70000000,41074,116,5.5,453
115267375,57000000,35216,103,6.4,535
61347797,60000000,38303,97,6.0,226
149217355,57000000,40887,95,4.7,1135
62112895,57000000,37120,131,5.5,145
113006880,56000000,38415,95,5.8,842
57223890,56000000,38079,86,6.0,381
677945399,55000000,34521,142,8.2,7927
361366633,60000000,39429,92,5.5,1177
330444045,55000000,36805,108,6.6,1698
346079773,55000000,34864,81,6.7,1457
300218018,55000000,28837,143,6.9,1022
128769345,54000000,35242,95,5.4,702
368100420,70000000,38393,118,6.4,1665
231449203,55000000,37834,103,6.0,1129
95000000,55000000,41557,134,7.6,2454
152263880,55000000,40276,97,5.9,1122
287928194,50000000,34845,100,6.0,1019
192330738,55000000,41906,132,7.1,2954
154906693,55000000,37603,105,5.6,485
157387195,53000000,34831,116,7.0,498
307077295,55000000,39065,117,7.7,2525
223387299,55000000,38617,98,6.1,772
214015089,55000000,34677,123,5.9,210
198685114,55000000,35895,114,6.4,529
180949000,30000000,37904,111,7.7,4949
152159461,30000000,38093,136,7.6,3948
63408614,55000000,32864,104,6.1,458
149022650,55000000,33815,104,6.3,636
56932305,55000000,36672,110,6.2,735
121969216,55000000,35139,133,5.8,256
187361754,55000000,40711,94,5.7,751
127906624,55000000,39556,104,6.3,461
110000000,55000000,41577,91,5.7,254
159773545,50000000,33746,114,6.2,1633
141047179,55000000,35413,134,5.9,120
41610884,55000000,36063,122,6.7,658
75000000,50000000,35349,109,6.4,236
259207227,55000000,41970,95,7.0,883
68267862,68000000,41116,98,5.3,881
34234008,55000000,37691,94,6.0,189
33828318,55000000,37965,118,5.1,188
33472850,33472850,39506,91,5.4,251
118338361,60000000,40980,88,6.4,374
113020255,55000000,39477,141,7.3,1131
60209334,50000000,35279,107,5.3,284
18626419,55000000,35292,116,5.7,194
154648887,70000000,38329,143,7.0,438
74237563,55000000,39334,114,6.6,303
52304001,62000000,38686,93,5.4,703
12923936,56000000,37673,214,6.1,48
11466088,55000000,35439,100,5.2,62
80383290,50000000,41718,112,6.2,316
28283637,57000000,38191,95,4.2,91
89519773,55000000,40505,119,6.9,573
9250000,2000000,22810,153,7.3,395
6416302,55000000,37260,96,5.3,123
155010032,54000000,37337,117,6.2,1528
168167691,55000000,39800,123,7.5,2039
9489829,55000000,41305,92,5.2,481
136766062,54000000,33231,162,7.1,1546
52034889,57000000,38631,123,6.1,327
130431368,54000000,38912,108,5.4,407
190458706,54000000,29559,127,6.5,629
7266209,54000000,37834,121,3.5,104
9450897,55000000,38970,125,5.7,95
107196498,46000000,36692,99,5.5,308
139804348,53000000,35754,94,7.4,1432
179213434,52500000,36959,127,7.4,1300
54249294,75000000,37194,89,5.4,113
98837872,53000000,42251,122,6.3,1242
65900249,90000000,39008,132,6.7,526
126690726,53000000,40101,109,7.2,1486
25037897,67000000,39178,191,6.8,459
5761917,5761917,39203,124,5.4,81
352114312,52000000,37615,141,7.7,3795
132820716,40000000,41262,157,6.7,1702
204999686,52000000,38869,106,5.6,832
609841637,52000000,39632,108,6.4,1386
216485654,52000000,40219,125,5.7,1013
110803676,50000000,38569,104,5.1,316
98126565,52000000,36154,170,7.2,771
75450437,52000000,40760,112,5.9,736
47434430,82000000,36516,118,6.9,435
116112375,52000000,35025,178,7.8,1307
52826594,52000000,40214,92,6.1,675
149270999,51000000,36699,116,6.1,927
72779000,51000000,38933,90,5.3,225
47231070,47231070,39043,93,5.1,109
709827462,50000000,39887,130,5.6,2436
484409218,60000000,37027,90,7.3,4056
127869379,50200000,40605,106,6.5,1652
390493908,48000000,33403,143,6.6,909
273552592,50000000,35405,139,6.7,913
549368315,50000000,41089,106,6.3,4697
314178011,50000000,35783,139,7.2,915
202292902,50000000,36154,115,7.0,832
173649015,50000000,41626,119,6.0,923
171269535,50000000,37435,96,5.6,644
260095987,50000000,40702,112,6.6,2435
256271286,52000000,36602,131,7.1,716
177371441,50000000,37659,116,6.3,850
188441614,50000000,41795,112,7.0,3319
223664608,60000000,34649,123,7.2,1516
225990978,70000000,39791,104,6.4,1813
216972543,50000000,42536,107,6.2,1650
242786137,50000000,42363,96,5.8,854
212902372,50000000,41998,125,5.6,1652
184376254,45000000,38799,129,7.3,1630
161626121,90000000,36196,100,6.7,548
152022101,50000000,34859,109,5.0,213
120081841,50000000,40899,124,6.5,909
155446362,50000000,39891,121,5.9,1486
88715192,50000000,38786,97,5.5,399
161451538,50000000,38428,110,5.4,632
142851197,50000000,40753,118,7.0,2443
200804534,50000000,38148,80,5.2,820
110206216,50000000,40808,133,7.0,1381
189859560,50000000,34768,127,6.3,513
222809600,50000000,41665,106,6.8,2268
106303988,50000000,39884,98,5.5,509
132511035,54000000,38791,132,7.7,4442
88323487,50000000,37658,115,6.0,692
69834815,50000000,38758,86,6.2,106
66002004,50000000,38525,101,5.1,542
100020092,50000000,37162,113,6.0,220
224803475,50000000,41291,88,5.7,3239
119137784,50000000,37386,124,6.3,276
144492830,50000000,40592,109,5.9,1567
94000000,50000000,38679,128,6.3,451
69411370,50000000,42382,144,7.0,938
97437106,50000000,41913,95,7.3,755
82800000,45000000,38758,105,5.6,267
50068310,50000000,35475,121,6.4,223
48169156,50000000,35664,125,6.0,395
109423648,50000000,35685,129,7.5,1506
97607453,50000000,38828,125,6.3,1067
234989584,50000000,41003,113,6.1,1611
44547681,50000000,36005,140,6.8,582
160602194,50000000,41857,89,5.8,817
119208989,50000000,34478,104,5.5,434
41482207,50000000,33039,106,6.2,652
83719388,50000000,41920,141,7.2,1417
129394835,45000000,38240,94,6.1,1267
40203020,50000000,38301,108,6.1,750
55495563,50000000,37897,105,6.1,298
49000000,50000000,34383,102,4.5,104
69425966,50000000,38513,92,4.4,269
144056873,40000000,36567,119,6.3,1233
49718611,50000000,38134,119,5.9,189
60462347,40000000,40085,99,6.2,371
113309743,50000000,35244,115,4.4,205
83761844,50000000,40333,87,5.0,149
105197635,50000000,40466,129,5.8,510
56714147,50000000,37365,120,6.0,268
30303072,50000000,34978,132,6.0,387
82169884,50000000,39119,121,6.0,654
58900031,50000000,36446,95,5.9,75
63327201,44000000,41355,125,6.0,1817
42792561,50000000,37729,98,6.2,286
26199517,50000000,37472,110,6.1,206
60161391,50000000,39847,118,6.0,368
42277365,50000000,35286,97,5.6,373
23159305,70000000,36378,86,7.6,1436
34808403,50000000,38331,119,7.1,775
25035950,50000000,42545,139,6.6,428
38955598,50000000,37673,130,7.3,480
71561644,50000000,42074,114,6.3,1148
55112356,51500000,39339,100,7.2,848
44434439,50000000,38625,110,5.8,458
66976317,60000000,36451,148,6.2,367
26121638,49900000,40641,102,5.2,501
38502340,50000000,40816,84,5.8,391
10541523,50000000,35741,114,5.9,81
16671505,50000000,34516,99,5.8,274
10382407,50000000,34985,135,5.5,108
24188922,22000000,40318,108,6.5,235
22944502,50000000,38617,127,6.0,444
9851610,50000000,34985,95,5.2,44
40828540,50000000,40059,95,5.6,760
60052138,60000000,41318,124,5.6,984
55969000,50000000,42406,100,4.7,797
6808550,50000000,38016,88,5.0,76
28931401,50000000,40598,105,5.3,600
12764201,50000000,39871,97,3.9,112
72700000,49000000,37197,87,5.7,437
20423389,49000000,33065,104,6.2,71
36348784,50000000,39904,116,7.2,666
207515725,48000000,36887,147,6.9,562
474171806,48000000,32652,127,7.6,3152
68929150,68929150,41158,130,6.5,639
104399548,49000000,42067,120,6.6,3062
151493655,73000000,36468,118,6.5,826
196397415,48000000,37344,111,6.5,1267
108000000,75000000,36430,114,6.6,692
3324330,50000000,42078,137,6.1,547
85498534,48000000,37102,112,6.0,518
50315140,48000000,37186,120,7.1,695
90383208,48000000,36818,93,5.6,512
25928721,58000000,31030,127,6.6,68
70016220,55000000,39331,122,6.9,1188
325771424,48000000,41989,109,6.1,2200
77745568,48000000,35972,123,6.5,333
102825796,47000000,35226,96,5.7,594
528972,528972,36054,101,6.6,9
103738726,47000000,33039,103,5.9,251
124305181,48000000,36378,113,6.6,339
35743308,48000000,37183,132,6.5,103
125212904,15000000,30246,93,7.2,1488
38085778,47000000,38974,75,4.6,104
12379402,47000000,35118,104,5.7,74
299288605,38000000,35600,105,6.3,584
113714830,46000000,37400,118,6.8,1148
150000000,46000000,35390,111,7.0,661
10539000,47000000,40347,80,4.4,420
100860818,46000000,35250,117,6.2,232
181000000,45000000,35510,86,6.4,1424
15436808,25000000,42564,127,6.6,573
5200000,46000000,29710,140,6.5,2
341631208,46000000,34480,91,5.0,543
376141306,45000000,41179,91,6.1,2757
220673217,48000000,37918,84,5.8,912
212000000,45000000,36874,111,6.1,961
101702060,45000000,39639,93,5.8,1309
95149435,40000000,38205,113,6.0,697
195268056,45000000,34319,141,6.3,371
117615211,45000000,34535,119,6.4,278
175372502,45000000,39441,97,7.0,1111
178051587,45000000,33759,117,6.3,433
154749918,43000000,38485,101,5.6,406
122126687,46000000,41535,153,7.9,3085
104876233,45000000,37169,122,7.3,1634
90683916,45000000,36517,102,6.9,710
141220678,45000000,37076,83,5.4,982
165184237,45000000,40869,103,6.5,501
131183530,45000000,36028,120,6.5,1905
76669806,30000000,38366,136,7.3,496
94935764,45000000,37353,89,5.9,299
136885767,45000000,35531,89,4.7,610
113916474,45000000,36737,100,5.8,575
244931766,40000000,37871,135,7.0,1869
363258859,120000000,36124,95,6.8,2303
74558115,35000000,37183,122,6.6,741
170362582,45000000,34614,110,5.5,313
53854588,45000000,35293,135,5.9,150
56070433,45000000,38485,95,5.6,176
104478416,50000000,38367,109,6.6,1315
148412065,45000000,39345,94,6.1,1292
123494610,40000000,41780,117,6.6,1006
38399961,45000000,38730,112,6.4,119
82966152,45000000,41096,131,6.2,766
56422687,25000000,38236,94,6.1,537
160583018,40000000,37717,88,6.0,852
55181129,50000000,38925,88,5.5,366
30925690,40000000,31030,137,6.5,562
75225693,35000000,39801,119,6.7,796
65664721,55000000,38777,105,6.2,661
72108608,70000000,39680,101,5.4,676
57881056,45000000,40025,86,5.3,244
29400000,35000000,36900,123,6.5,215
38058335,45000000,38711,134,6.1,151
17300889,45000000,35222,100,4.7,136
13681765,44000000,35055,192,7.1,71
60222298,45000000,40221,128,6.7,670
11203026,45000000,35825,106,6.0,154
9323833,45000000,39706,160,6.3,90
42487390,45000000,39681,99,5.0,332
8493890,40000000,37351,85,6.3,80
4607608,45000000,39359,139,6.4,81
2154540,45000000,35461,103,4.0,11
160078586,45000000,40801,101,6.0,1007
73706,65000000,41075,87,2.3,28
232324128,44500000,41193,120,7.1,3423
368875760,44000000,34187,130,7.2,1220
136000000,40000000,40253,110,5.5,858
165615285,44000000,35356,147,7.3,715
300400432,44000000,31188,96,6.3,864
84300000,2600000,14664,88,6.9,1355
3484331,44000000,29544,219,6.4,55
111340801,50000000,38729,106,6.4,1528
34227298,40000000,42318,109,5.6,685
80049764,43000000,36881,136,7.0,302
50871113,45000000,38385,103,6.6,518
68696770,43000000,37358,84,5.3,280
270248367,42000000,34150,154,6.6,501
48190704,44000000,40299,99,6.8,566
51070807,40000000,40556,93,6.3,1045
201585328,42000000,40980,109,6.7,4074
363889678,42000000,36293,124,7.0,1262
224834564,45000000,36698,84,6.5,1150
171963386,42000000,38002,90,5.8,773
70100000,40000000,33785,117,5.4,134
158674180,43000000,41452,117,6.5,1575
71000000,31115000,23174,248,6.7,146
73100172,73100172,41193,105,6.0,593
63781810,42000000,37349,115,6.1,184
55157539,32000000,37281,119,6.1,305
156167015,32000000,32696,133,5.9,541
89162162,42000000,40613,100,5.6,922
56359980,60000000,36951,120,5.7,191
20915465,48000000,34117,104,4.0,232
24127895,42000000,38611,122,7.0,1335
177394432,31000000,37609,99,7.2,635
36893721,40000000,40934,91,5.3,388
12342632,44000000,41998,112,6.1,2304
11087569,42000000,40514,100,6.3,136
14000000,33000000,40114,100,6.8,148
215000000,41000000,37568,110,6.8,1626
117487473,65000000,37022,132,6.6,907
672806292,40000000,36378,107,7.7,3147
46221189,42000000,40921,102,6.2,925
7448385,41000000,40829,100,5.6,248
90815558,8000000,30855,126,6.9,891
251171807,40000000,41620,138,6.8,2807
317375031,40000000,39965,108,6.7,1804
177841558,70000000,36427,105,6.2,278
332000000,40000000,32832,108,7.4,3829
126546825,40000000,41834,89,6.3,5878
571006128,40000000,42046,125,5.2,3254
197011982,38000000,37827,84,4.7,511
152266007,40000000,35270,149,7.0,509
190212113,40000000,37979,98,6.0,699
149295601,40000000,41632,121,7.4,1526
107458785,40000000,33786,128,6.7,354
320170008,40000000,42503,134,7.0,1949
224920315,40000000,40451,120,7.1,3391
177259441,40000000,39850,129,6.2,959
178262620,45000000,38820,83,5.3,750
161834276,40000000,36559,116,5.7,736
244527583,40000000,33018,118,7.1,2900
111811453,40000000,42089,100,5.9,944
215862692,40000000,33921,128,7.1,1056
129540499,40000000,40031,123,6.6,560
95020213,40000000,41376,128,6.8,787
128798265,40000000,36519,139,7.0,767
169837010,40000000,41955,110,5.4,1127
120455994,40000000,38765,120,6.7,542
194564672,35000000,42271,121,7.1,1881
124827316,40000000,42383,102,6.1,555
75505856,40000000,33872,112,7.1,732
124731534,40000000,38289,152,7.2,467
158733820,40000000,38443,124,7.2,2691
151161491,40000000,39479,90,6.2,716
91636986,41000000,39892,105,6.5,515
141069860,40000000,37196,114,5.7,731
205405498,40000000,33592,189,7.5,502
138259062,40000000,38743,99,5.4,371
147845033,57000000,36951,123,5.8,441
136267476,20000000,39883,102,6.1,1350
196781193,40000000,41745,109,6.2,1437
186167139,40000000,40051,82,5.4,831
165478348,40000000,42292,141,7.2,2583
91753202,40000000,37212,106,6.0,457
90029656,40000000,40333,109,5.9,612
170128460,50000000,38275,107,5.9,297
54682547,40000000,35986,110,6.2,511
87840042,40000000,35642,96,5.0,336
75395048,35000000,37279,131,7.3,453
85412898,40000000,40619,119,7.0,902
130786397,30000000,40590,113,6.5,1265
109676311,40000000,39009,130,8.0,4391
107670357,42000000,41969,108,6.1,1536
74597643,40000000,41319,89,5.7,332
120175290,40000000,39058,139,7.3,1221
191185897,40000000,31957,130,6.2,440
126248813,40000000,40362,107,6.0,1206
92913171,40000000,38058,96,6.4,972
114830111,40000000,38884,99,6.5,670
91974818,43000000,38562,104,6.4,573
51854875,51854875,41136,105,6.5,386
84601681,40000000,39570,101,6.0,394
67347013,40000000,41795,134,6.8,255
45916769,40000000,35752,135,6.7,235
141591324,40000000,37946,98,5.8,629
74000000,36000000,35767,155,6.8,316
41797066,40000000,39441,94,4.9,740
145896422,40000000,39122,96,6.2,554
97552050,40000000,40588,104,6.5,1789
41863726,40000000,41262,95,5.4,284
97138686,40000000,40644,111,6.1,902
96618699,40000000,36217,123,6.1,474
34416893,38000000,33298,140,6.7,275
126069509,40000000,41837,97,5.3,1695
36037909,40000000,36572,94,5.0,40
157887643,47000000,40767,92,5.9,866
55707411,40000000,36811,122,7.0,432
50451307,30000000,38448,103,5.9,182
48063435,25000000,34516,108,5.4,138
55247881,40000000,40901,129,6.9,708
58785180,40000000,40190,102,6.1,412
46442528,40000000,38665,117,6.3,186
30199105,40000000,36761,117,5.6,135
31670620,40000000,38679,135,6.7,155
29000000,75000000,36252,90,5.0,45
49627779,40000000,35300,96,4.6,147
27053815,40000000,37141,104,5.2,56
65754228,40000000,36938,119,6.4,278
62771059,40000000,39177,99,5.4,205
3000000,500000,26939,110,7.2,345
24332324,40000000,34488,128,5.9,81
60965854,40000000,40751,108,6.5,824
38172500,40000000,35930,86,6.9,190
22433915,40000000,37505,108,5.7,92
46546197,40000000,38002,84,4.7,119
20350754,45000000,34964,128,4.9,256
60474340,40000000,38861,123,6.5,642
19412993,63600000,36805,102,4.8,145
180274123,42000000,41161,113,7.0,2025
14375181,55000000,31912,107,4.2,28
46471023,40000000,40109,87,7.5,1176
16872671,40000000,37372,103,5.7,124
14358033,40000000,33662,99,5.7,125
173921954,10000000,37006,122,7.8,3310
13395939,60000000,38282,103,5.6,248
24719215,40000000,40941,107,6.6,152
28121100,38000000,36231,106,5.9,54
18902015,40000000,37477,101,3.2,105
28169671,40000000,40109,109,5.5,348
19322135,40000000,37890,89,5.9,482
10667893,45000000,36377,82,4.2,135
20645327,33000000,40064,108,6.5,774
10959475,40000000,37587,93,5.0,28
32017803,50000000,39177,107,7.0,1182
22044277,40000000,40975,91,6.0,373
13644292,40000000,42051,115,5.5,392
23937870,40000000,38919,93,5.1,213
117760134,20000000,39184,105,6.6,1006
7563728,20000000,34956,107,6.2,398
86758912,39200000,41487,126,6.7,2854
94000000,15000000,34465,102,7.3,953
100000000,40000000,42195,159,7.5,135
101229792,39000000,40039,107,6.7,798
69485490,69485490,39115,102,5.8,191
35287788,39000000,41186,87,6.6,932
38869464,39000000,38589,119,7.4,1264
6614280,39000000,38037,106,4.5,32
75850624,39000000,30484,125,5.3,490
44907260,40000000,41633,113,6.0,433
127814609,80341000,39639,150,7.1,205
180622424,30000000,37525,108,6.0,394
205298907,38000000,40018,96,6.4,972
119723358,38000000,37475,100,5.3,521
120000000,38000000,34655,118,6.4,452
64076736,3860000,41282,130,6.3,273
114156230,38000000,40617,120,6.7,850
73956241,50000000,36420,146,7.2,396
51801187,38000000,37400,114,6.2,264
107597242,38000000,42110,94,5.0,567
29700000,53000000,37026,102,5.6,88
58401898,38000000,36396,133,6.3,756
17380126,38000000,35335,118,5.7,80
16991902,57000000,37138,105,6.0,190
47536959,10000000,40123,110,6.9,417
10300000,38000000,35097,129,6.3,86
19629760,15000000,30127,109,7.8,1588
98337295,38000000,41519,119,6.2,2035
6482195,37000000,35734,118,5.8,52
17869048,55000000,39728,90,6.2,605
28258060,32000000,41159,137,7.0,701
5410749,38000000,39433,93,4.3,75
9793496,40000000,39731,130,7.1,71
109906372,38000000,42383,112,5.6,1945
173567581,37000000,42333,133,7.3,1915
154026136,37000000,40436,125,7.0,1468
79700000,40000000,41046,110,5.8,594
163720069,37000000,39696,96,6.5,1222
100076342,37000000,39541,96,5.6,330
90247624,38000000,41519,123,7.7,2277
48451803,37000000,36502,188,7.5,825
55583804,30000000,40235,107,5.3,511
112343513,38000000,42390,110,5.9,1201
95404397,37000000,40809,113,6.7,163
392616625,37000000,39772,122,5.8,3561
102244770,36000000,37302,116,7.0,594
117758500,65000000,36420,93,6.1,352
269994119,37000000,41493,110,6.8,2972
21834845,36500000,39800,115,5.3,23
50159144,36000000,35552,95,6.6,198
160000000,36000000,30596,134,5.8,338
64572262,36000000,40263,101,6.0,894
52424533,36000000,41894,107,6.7,96
32168970,42000000,36581,124,5.4,173
44350926,36000000,37715,109,5.8,258
26250020,37000000,42151,105,5.2,692
96047633,37000000,40571,114,5.8,556
12532777,36000000,35680,106,7.5,1808
3003296,36000000,36553,95,4.6,14
63800345,37000000,39646,81,5.2,99
459270619,35000000,39969,100,7.2,6173
156844753,36000000,42357,105,6.5,379
310940086,33000000,36319,95,6.2,1011
411348924,35000000,32682,126,7.0,2096
321731527,35000000,33739,118,6.4,811
309208309,29000000,40137,129,7.2,1597
147934180,35000000,36968,88,5.5,867
117000000,35000000,40732,98,6.5,2277
252276927,38000000,40534,110,7.2,1668
326551094,35000000,38898,109,7.0,3088
139000000,35000000,29195,132,6.2,530
173965010,35000000,41312,111,5.6,1645
182300000,35000000,33557,128,7.0,675
69823199,35000000,39534,123,6.5,1375
140795793,35000000,42202,125,5.9,1181
68915888,35000000,38436,105,5.5,225
231976425,27000000,35383,162,7.0,542
126216940,35000000,35692,138,7.7,1310
86369815,35000000,38562,100,5.8,550
113374103,35000000,34887,108,5.5,453
25504513,1800000,31000,91,7.2,1180
104155843,33000000,36755,107,6.0,436
60251371,35000000,40410,123,6.8,103
95608995,34000000,39164,90,6.0,345
52277485,32000000,37918,109,6.8,141
150483765,35000000,40745,109,6.5,2237
108758521,35000000,42494,91,5.6,1462
112544580,35000000,41594,125,7.3,1226
48169908,34000000,33926,202,7.2,370
88058786,35000000,41263,134,5.6,896
92219310,35000000,40141,88,5.2,210
91353501,35000000,39835,92,6.2,1428
69307224,35000000,39267,91,5.2,253
58405313,30000000,38554,98,5.8,140
41954997,35000000,35488,127,7.4,1147
102984862,33000000,37330,100,6.4,2065
122200000,10700000,30106,114,7.0,794
85416905,35000000,39736,100,5.2,613
173930596,40000000,40843,109,6.7,3417
77477008,35000000,40291,106,5.7,458
59901913,35000000,40668,112,5.9,296
35323292,35000000,27857,102,6.9,97
99423521,35000000,34690,102,4.1,325
120072577,35000000,37523,150,8.0,1864
68766121,40000000,38472,113,5.5,677
115505027,27000000,38322,104,6.7,811
84606030,35000000,40856,137,6.0,741
72436439,35000000,39675,110,6.0,485
45479110,35000000,37297,101,5.4,239
57120318,35000000,33197,108,5.9,730
32483410,35000000,39469,101,5.9,238
40263020,35000000,36203,112,6.3,245
27107960,35000000,29465,111,6.1,233
36098382,35000000,38071,102,5.8,325
30353232,45000000,41200,101,5.1,300
25105255,35000000,35755,155,6.3,157
4100000,8900000,42321,93,5.6,318
93246388,35000000,40263,109,6.0,436
68369434,30000000,39653,104,5.5,523
27388767,31000000,38086,96,5.9,437
50363790,35000000,42320,123,7.0,823
82087155,35000000,40808,106,5.6,961
19478106,35000000,38436,76,5.2,235
25871834,35000000,39534,85,4.9,379
19701164,56000000,41292,109,5.7,593
19294901,35000000,38408,97,5.1,167
31083599,35000000,41145,91,6.2,832
51680201,35000000,42132,87,5.4,647
29882645,35000000,37507,132,6.5,159
46216641,35000000,41297,118,5.7,1455
41512007,31000000,38243,98,6.0,293
39340177,35000000,40270,92,4.6,149
16519460,27000000,30526,117,5.8,129
63215872,35000000,39377,92,6.0,216
18317151,35000000,39437,96,6.6,212
13678913,35000000,37120,94,5.7,55
12206028,40000000,40065,101,5.3,220
54674226,32000000,40681,139,6.5,987
17508518,35000000,41726,110,5.5,555
11560806,35000000,37869,102,4.8,91
10089373,20500000,39787,102,5.6,294
12506188,35000000,38940,83,4.9,135
61181942,35000000,42277,123,6.9,1121
42064105,35000000,38969,118,6.5,357
4651977,35000000,33655,114,6.6,53
16838910,35000000,37566,114,6.2,142
15000000,35000000,34962,135,6.7,25
635096,38000000,36488,138,6.6,49
25147786,148,40471,148,7.0,291
10496317,35000000,38735,93,5.8,307
348319861,34000000,41892,113,7.0,5371
14431253,35000000,42068,91,5.0,320
32255440,34000000,34229,139,7.0,169
15304890,35000000,38966,96,6.8,827
11263966,70000000,36404,101,5.3,29
2106557,35000000,41046,96,5.1,344
63013281,34000000,42103,128,7.3,1064
19598588,75000000,36398,109,5.4,254
27330000,35000000,41614,141,6.5,224
40382659,32000000,29945,195,7.1,67
243240178,40000000,33949,138,7.1,877
79958599,50000000,36963,101,5.3,110
173959438,30000000,36677,98,5.6,506
64626786,30000000,40899,89,4.8,469
140470746,33000000,41116,99,6.7,663
62022014,33000000,38935,105,5.1,497
54700105,33000000,38092,124,6.1,766
27610873,30000000,38509,118,6.6,238
40346186,30000000,41015,94,6.3,799
572700000,32350000,30459,135,7.9,4665
22211426,30000000,39521,108,5.8,363
113019290,32000000,39792,124,7.2,813
24159934,35000000,40962,98,5.3,394
173398518,32000000,37903,97,6.4,987
152036382,32000000,35251,123,6.2,323
60328000,101,32469,101,6.7,390
80197993,32000000,38884,92,5.6,359
288383523,32500000,40661,125,6.5,1661
126041322,32000000,41437,107,6.3,2359
50041732,29000000,36413,103,6.0,242
48814909,32000000,36782,129,7.0,544
69055695,32000000,40416,107,6.0,394
21819348,35000000,41389,90,5.7,414
83615414,32000000,40590,107,5.3,313
147332697,32000000,40632,93,7.1,2699
36733909,32000000,33984,120,6.7,374
77566815,30000000,39136,101,6.3,1018
9494789,33000000,41563,105,6.7,232
31755742,35000000,29202,113,5.6,143
60740827,32000000,38618,96,6.9,832
85167639,32000000,38566,87,6.2,1061
18552460,32000000,34739,107,6.3,427
30016165,28000000,38081,90,5.6,104
18409891,32000000,40255,111,6.2,620
53587404,70000000,39121,90,4.0,104
27437881,30000000,41347,100,5.3,724
3566637,32000000,35515,75,7.1,24
5914908,32000000,39059,108,5.9,86
89460381,31500000,29082,153,8.0,2055
42045846,32000000,40422,102,6.0,262
106269971,137,35062,137,6.9,113
14708696,31500000,42474,113,5.7,557
128499205,31000000,31401,161,7.0,279
161772375,31000000,41215,138,6.5,2415
210308099,34000000,29032,126,5.9,541
174600318,30000000,41696,99,8.0,4519
24185781,31000000,37141,101,6.4,131
53208180,31000000,33094,103,6.2,433
68106245,31000000,36644,118,7.0,462
104384188,31000000,42213,99,6.2,1195
115101622,30250000,34992,105,6.4,302
306776732,45000000,37616,113,6.9,677
234801895,34200000,36336,93,6.1,875
287553595,30000000,37113,108,6.0,1344
373554033,30000000,35002,81,7.7,5269
350448145,30000000,34494,116,6.8,1783
196114570,30000000,40944,104,7.0,1293
15134293,31000000,40199,105,6.0,89
136706683,30000000,36798,113,7.4,821
199200000,30000000,32934,134,7.2,957
115922175,25000000,41502,132,7.2,1101
167722310,20000000,38156,92,6.2,981
191502426,30000000,33564,99,6.7,848
212385533,30000000,35013,90,6.1,1099
165335153,37000000,37106,115,6.5,1023
116400000,26000000,35328,102,6.5,166
327311859,33000000,34964,127,8.1,5765
210819611,30000000,40030,112,7.3,3382
140161792,30000000,38305,87,6.7,574
156822020,25000000,37901,138,7.6,1422
216763646,30000000,38336,132,7.7,2439
176885658,80000000,36224,103,6.4,503
115603229,29000000,38163,123,7.7,3067
160259319,30000000,39457,111,6.1,978
155545279,35000000,39913,102,6.0,449
103,30,36783,78,6.0,100
74787599,30000000,33597,132,5.9,56
160638883,30000000,34684,133,7.2,619
163670000,25000000,40061,109,6.7,1205
105834556,30000000,37603,125,6.7,362
116980662,35000000,41305,97,6.4,2652
47042000,30000000,41178,118,6.6,4697
